Risk of Ruin: 1.00, UPRO Daily Fail 1 / 50000 
68.	     67	    174	    245	    355	    475	    609	    776	    940	   1188	   1590	   3071	      0	
69.	     67	    175	    246	    357	    477	    612	    779	    947	   1193	   1631	   3123	      0	
70.	     67	    175	    247	    358	    479	    614	    782	    954	   1198	   1673	   3175	      0	
71.	     68	    176	    248	    360	    481	    616	    785	    961	   1217	   1716	   3229	      0	
72.	     68	    176	    249	    361	    483	    619	    789	    968	   1237	   1760	   3283	      0	
73.	     68	    177	    250	    362	    485	    621	    792	    975	   1256	   1806	   3339	      0	
74.	     68	    177	    251	    364	    487	    623	    795	    981	   1276	   1852	   3395	      0	
75.	     68	    177	    251	    365	    489	    626	    798	    988	   1297	   1900	   3452	      0	
76.	     69	    178	    252	    366	    491	    628	    801	    995	   1318	   1949	   4278	      0	
77.	     69	    178	    253	    368	    494	    630	    804	   1002	   1332	   2020	   5301	      0	
78.	     69	    179	    254	    369	    496	    633	    808	   1008	   1346	   2093	   6569	      0	
79.	     69	    179	    255	    370	    498	    635	    811	   1015	   1360	   2169	   8140	      0	
80.	     70	    180	    256	    372	    500	    638	    814	   1022	   1375	   2248	   8589	      0	
81.	     70	    180	    257	    373	    502	    640	    817	   1029	   1389	   2330	   9062	      0	
82.	     70	    180	    258	    374	    505	    643	    821	   1036	   1404	   2415	   9561	      0	
83.	     70	    181	    259	    376	    507	    645	    824	   1043	   1419	   2503	  10087	      0	
84.	     71	    181	    260	    377	    510	    648	    827	   1050	   1434	   2594	  10643	      0	
85.	     71	    182	    260	    379	    512	    650	    830	   1058	   1449	   2720	  11229	      0	
86.	     71	    183	    261	    380	    515	    652	    834	   1065	   1462	   2853	  11847	      0	
87.	     71	    184	    262	    381	    517	    655	    837	   1072	   1475	   2992	  12500	      0	
88.	     72	    185	    263	    383	    519	    657	    840	   1079	   1488	   3138	  13188	      0	
89.	     72	    186	    264	    384	    522	    660	    844	   1087	   1501	   3176	  13915	      0	
90.	     72	    188	    265	    386	    524	    666	    847	   1094	   1514	   3214	  14681	      0	
91.	     73	    189	    266	    387	    527	    672	    855	   1102	   1527	   3253	  15490	      0	
92.	     73	    190	    267	    388	    529	    677	    863	   1109	   1540	   3292	  16343	      0	
93.	     73	    191	    268	    390	    532	    683	    872	   1117	   1553	   3331	  17243	      0	
94.	     73	    193	    269	    391	    534	    689	    880	   1124	   1567	   3371	  18192	      0	
95.	     74	    194	    270	    393	    537	    695	    888	   1132	   1581	   3411	  19194	      0	
96.	     74	    195	    271	    394	    540	    701	    897	   1140	   1594	   3452	  43844	      0	
97.	     74	    196	    272	    396	    542	    707	    905	   1148	   1633	   3983	 100149	      0	
98.	     75	    197	    273	    397	    545	    714	    914	   1155	   1672	   4595	 228762	      0	
99.	     75	    199	    286	    399	    547	    720	    923	   1163	   1713	   8140	25662008431	      0	
100.	     75	    200	    300	    400	    550	    726	    932	   1171	   1754	   8954	      0	      0	
