Risk of Ruin: 1.00, UPRO Daily Fail 1 / 50000 
Days:	50	100	150	200	250	300	350	400	450	500	550	600	
0.	     56	    113	    186	    248	    310	    410	    478	    546	    615	    683	    826	    902	
1.	     57	    114	    187	    250	    315	    411	    480	    550	    621	    751	    830	    906	
2.	     57	    116	    188	    251	    320	    413	    483	    553	    627	    754	    834	    910	
3.	     57	    118	    188	    252	    326	    414	    485	    557	    633	    757	    837	    914	
4.	     57	    119	    189	    253	    331	    416	    487	    560	    639	    760	    841	    918	
5.	     57	    121	    189	    255	    336	    417	    490	    564	    645	    763	    845	    922	
6.	     57	    123	    190	    256	    342	    419	    492	    568	    651	    766	    848	    926	
7.	     57	    124	    191	    257	    343	    420	    494	    571	    657	    769	    852	    931	
8.	     58	    125	    191	    259	    344	    422	    497	    575	    663	    772	    856	    935	
9.	     58	    125	    192	    260	    345	    423	    499	    579	    670	    775	    859	    939	
10.	     58	    125	    193	    261	    346	    425	    501	    582	    676	    778	    863	    943	
11.	     58	    125	    193	    262	    348	    426	    504	    586	    680	    781	    867	    948	
12.	     58	    126	    194	    264	    349	    428	    506	    590	    683	    783	    871	    952	
13.	     58	    126	    194	    265	    350	    429	    509	    593	    686	    786	    874	    956	
14.	     58	    126	    195	    266	    351	    431	    511	    597	    690	    789	    878	    961	
15.	     59	    127	    196	    268	    353	    432	    514	    601	    693	    793	    882	    965	
16.	     59	    127	    196	    269	    354	    434	    516	    604	    697	    796	    886	    969	
17.	     59	    127	    197	    270	    355	    435	    518	    607	    700	    799	    890	    974	
18.	     59	    128	    198	    272	    356	    437	    521	    611	    704	    802	    893	    978	
19.	     59	    128	    198	    273	    358	    438	    523	    614	    707	    805	    897	    983	
20.	     59	    128	    199	    274	    359	    440	    526	    617	    711	    808	    901	    987	
21.	     60	    129	    200	    276	    360	    441	    529	    620	    715	    811	    905	    992	
22.	     60	    129	    200	    277	    361	    443	    532	    624	    718	    814	    909	    999	
23.	     60	    129	    201	    278	    363	    444	    534	    627	    722	    817	    915	   1006	
24.	     60	    130	    202	    279	    364	    446	    537	    630	    725	    820	    922	   1014	
25.	     60	    130	    202	    280	    365	    448	    540	    634	    729	    823	    928	   1021	
26.	     60	    130	    203	    282	    366	    449	    543	    637	    733	    826	    934	   1029	
27.	     60	    131	    204	    283	    368	    451	    546	    640	    736	    833	    941	   1036	
28.	     61	    131	    204	    284	    369	    453	    549	    644	    740	    839	    947	   1044	
29.	     61	    131	    205	    285	    370	    456	    552	    647	    744	    845	    953	   1052	
30.	     61	    132	    206	    287	    372	    459	    555	    651	    749	    851	    960	   1059	
31.	     61	    132	    207	    288	    373	    462	    557	    654	    754	    857	    967	   1067	
32.	     61	    132	    208	    289	    374	    464	    560	    658	    759	    864	    973	   1075	
33.	     61	    133	    208	    290	    376	    467	    563	    661	    764	    870	    980	   1083	
34.	     61	    133	    209	    292	    378	    470	    566	    666	    770	    876	    986	   1091	
35.	     62	    133	    210	    293	    380	    473	    569	    670	    775	    883	    993	   1100	
36.	     62	    134	    211	    294	    382	    476	    572	    675	    780	    889	   1000	   1110	
37.	     62	    134	    212	    295	    385	    478	    575	    679	    785	    896	   1009	   1120	
38.	     62	    135	    213	    297	    387	    481	    579	    684	    791	    902	   1017	   1129	
39.	     62	    135	    214	    298	    389	    484	    583	    689	    796	    909	   1026	   1139	
40.	     62	    135	    215	    299	    392	    487	    587	    693	    802	    917	   1035	   1149	
41.	     63	    136	    216	    301	    394	    490	    591	    698	    807	    925	   1044	   1159	
42.	     63	    136	    217	    302	    396	    493	    596	    703	    813	    933	   1053	   1169	
43.	     63	    136	    218	    304	    399	    496	    600	    708	    818	    941	   1063	   1179	
44.	     63	    137	    219	    306	    401	    499	    605	    713	    825	    949	   1072	   1190	
45.	     63	    137	    220	    307	    403	    503	    609	    717	    832	    958	   1081	   1200	
46.	     63	    138	    221	    309	    406	    506	    613	    722	    840	    966	   1091	   1213	
47.	     64	    138	    222	    311	    408	    510	    618	    727	    847	    974	   1100	   1226	
48.	     64	    139	    222	    313	    411	    513	    623	    734	    854	    983	   1112	   1239	
49.	     64	    139	    223	    314	    413	    517	    627	    741	    862	    991	   1124	   1252	
50.	     64	    140	    224	    316	    416	    520	    632	    748	    869	   1000	   1136	   1265	
51.	     64	    141	    225	    318	    419	    524	    636	    756	    877	   1009	   1148	   1279	
52.	     64	    141	    227	    320	    422	    527	    642	    763	    885	   1017	   1160	   1292	
53.	     65	    142	    228	    321	    425	    531	    647	    770	    892	   1026	   1172	   1306	
54.	     65	    142	    229	    323	    428	    534	    653	    777	    900	   1035	   1185	   1320	
55.	     65	    143	    231	    325	    430	    538	    659	    785	    910	   1044	   1197	   1334	
56.	     65	    144	    232	    327	    433	    542	    665	    792	    919	   1053	   1210	   1348	
57.	     65	    144	    233	    329	    436	    545	    670	    800	    929	   1063	   1223	   1363	
58.	     65	    145	    234	    331	    439	    551	    676	    808	    939	   1072	   1236	   1377	
59.	     66	    145	    236	    333	    442	    556	    682	    815	    949	   1081	   1249	   1392	
60.	     66	    146	    237	    335	    445	    561	    688	    823	    959	   1091	   1262	   1407	
61.	     66	    147	    238	    338	    448	    567	    694	    831	    969	   1100	   1276	   1422	
62.	     66	    147	    240	    340	    451	    572	    700	    839	    980	   1115	   1289	   1437	
63.	     66	    148	    241	    343	    455	    578	    706	    847	    990	   1130	   1303	   1452	
64.	     67	    148	    242	    345	    458	    583	    712	    855	   1001	   1146	   1317	   1472	
65.	     67	    149	    244	    348	    461	    589	    718	    863	   1011	   1162	   1331	   1492	
66.	     67	    150	    245	    351	    465	    594	    725	    872	   1022	   1177	   1347	   1513	
67.	     67	    150	    247	    353	    468	    600	    731	    880	   1033	   1194	   1363	   1533	
68.	     67	    151	    248	    356	    472	    605	    737	    889	   1044	   1210	   1379	   1554	
69.	     67	    152	    249	    358	    475	    610	    744	    899	   1055	   1227	   1396	   1576	
70.	     68	    152	    250	    361	    478	    616	    750	    908	   1066	   1243	   1413	   1597	
71.	     68	    153	    252	    364	    482	    621	    757	    918	   1078	   1260	   1430	   1623	
72.	     68	    154	    253	    366	    486	    627	    763	    928	   1089	   1278	   1447	   1649	
73.	     68	    154	    254	    368	    489	    632	    770	    938	   1104	   1295	   1464	   1675	
74.	     68	    155	    256	    371	    493	    638	    781	    948	   1119	   1313	   1488	   1702	
75.	     69	    156	    257	    373	    496	    643	    791	    958	   1134	   1331	   1511	   1729	
76.	     69	    156	    258	    375	    500	    649	    802	    968	   1150	   1352	   1536	   1757	
77.	     69	    157	    259	    378	    505	    654	    813	    981	   1166	   1374	   1560	   1785	
78.	     69	    158	    261	    380	    511	    660	    824	    995	   1182	   1396	   1585	   1814	
79.	     70	    158	    262	    383	    516	    667	    836	   1008	   1198	   1418	   1611	   1843	
80.	     70	    159	    263	    385	    522	    674	    847	   1022	   1214	   1441	   1642	   1872	
81.	     70	    160	    265	    387	    527	    681	    855	   1036	   1231	   1464	   1673	   1902	
82.	     70	    160	    266	    390	    533	    689	    863	   1050	   1248	   1488	   1705	   1933	
83.	     71	    161	    267	    392	    538	    696	    872	   1065	   1265	   1511	   1738	   1995	
84.	     71	    162	    269	    395	    544	    703	    880	   1079	   1282	   1536	   1772	   2059	
85.	     71	    162	    270	    397	    550	    711	    888	   1094	   1300	   1560	   1806	   2126	
86.	     71	    163	    271	    400	    554	    718	    897	   1109	   1318	   1585	   1840	   2177	
87.	     72	    164	    273	    403	    559	    726	    905	   1124	   1343	   1611	   1876	   2230	
88.	     72	    165	    275	    406	    563	    735	    914	   1140	   1369	   1649	   1912	   2283	
89.	     72	    165	    277	    410	    568	    744	    923	   1155	   1395	   1689	   1949	   2338	
90.	     72	    167	    279	    413	    572	    752	    932	   1171	   1422	   1730	   2044	   2395	
91.	     73	    168	    281	    416	    577	    761	    950	   1194	   1449	   1772	   2144	   2453	
92.	     73	    170	    283	    420	    581	    771	    968	   1217	   1484	   1829	   2213	   2512	
93.	     73	    171	    285	    423	    586	    780	    987	   1240	   1520	   1888	   2284	   2572	
94.	     73	    173	    287	    426	    591	    789	   1006	   1264	   1557	   1949	   2358	   2698	
95.	     74	    174	    289	    430	    595	    799	   1025	   1288	   1594	   2044	   2594	   2830	
96.	     74	    176	    291	    433	    600	    814	   1045	   1351	   1672	   2144	   2720	   3677	
97.	     74	    177	    293	    437	    605	    830	   1065	   1417	   1754	   2533	   2853	   4779	
98.	     75	    179	    296	    440	    625	    846	   1085	   1486	   1929	   2992	   3452	   6212	
99.	     75	    180	    298	    461	    645	    862	   1106	   1559	   2023	   3536	   4177	   8073	
100.	     75	    182	    300	    484	    666	    878	   1127	   1715	   2122	   4177	      0	      0	
