Risk of Ruin: 1.00, UPRO Daily Fail 1 / 50000 
Days:	50	100	150	200	250	300	350	400	450	500	550	600	
0.	     51	    113	    169	    226	    310	    373	    435	    497	    559	    621	    751	    820	
1.	     53	    113	    171	    237	    312	    376	    439	    505	    577	    651	    756	    826	
2.	     55	    114	    173	    248	    314	    379	    444	    513	    595	    683	    762	    833	
3.	     56	    115	    175	    250	    316	    382	    449	    521	    615	    688	    767	    839	
4.	     57	    115	    177	    251	    318	    385	    453	    529	    619	    693	    772	    846	
5.	     57	    116	    179	    252	    320	    388	    458	    538	    623	    698	    777	    853	
6.	     57	    116	    180	    253	    322	    391	    463	    546	    627	    703	    783	    860	
7.	     57	    117	    182	    254	    324	    394	    468	    550	    631	    709	    788	    866	
8.	     57	    118	    184	    256	    326	    397	    473	    554	    635	    714	    793	    873	
9.	     57	    118	    186	    257	    328	    400	    478	    558	    639	    719	    799	    880	
10.	     57	    119	    187	    258	    330	    403	    481	    561	    643	    724	    804	    887	
11.	     58	    119	    188	    259	    331	    407	    484	    565	    647	    730	    810	    894	
12.	     58	    120	    189	    260	    333	    410	    487	    569	    651	    735	    815	    902	
13.	     58	    121	    190	    262	    335	    412	    490	    573	    655	    740	    821	    909	
14.	     58	    121	    190	    263	    337	    415	    494	    577	    659	    746	    826	    917	
15.	     58	    122	    191	    264	    339	    417	    497	    581	    663	    751	    834	    925	
16.	     58	    122	    192	    266	    342	    420	    500	    585	    668	    757	    841	    933	
17.	     59	    123	    193	    267	    343	    422	    503	    589	    672	    762	    848	    941	
18.	     59	    124	    194	    268	    345	    425	    506	    593	    676	    768	    856	    950	
19.	     59	    124	    195	    269	    347	    427	    509	    597	    681	    774	    863	    958	
20.	     59	    125	    195	    271	    349	    430	    513	    601	    686	    779	    871	    966	
21.	     59	    125	    196	    272	    351	    432	    516	    605	    691	    785	    878	    975	
22.	     59	    126	    197	    273	    353	    435	    519	    609	    696	    791	    886	    983	
23.	     59	    126	    198	    275	    354	    438	    523	    613	    701	    797	    893	    992	
24.	     60	    127	    199	    276	    356	    440	    526	    618	    707	    803	    901	   1000	
25.	     60	    127	    200	    277	    358	    443	    530	    622	    712	    808	    909	   1008	
26.	     60	    128	    201	    279	    360	    445	    533	    626	    717	    814	    916	   1016	
27.	     60	    128	    201	    280	    362	    448	    537	    630	    722	    820	    924	   1024	
28.	     60	    129	    202	    282	    364	    451	    540	    635	    728	    826	    931	   1032	
29.	     60	    129	    203	    283	    366	    453	    544	    639	    733	    834	    938	   1040	
30.	     61	    130	    204	    284	    368	    456	    548	    643	    738	    841	    946	   1048	
31.	     61	    130	    205	    286	    370	    459	    552	    648	    744	    848	    953	   1057	
32.	     61	    130	    206	    287	    372	    462	    555	    652	    750	    856	    961	   1065	
33.	     61	    131	    207	    289	    374	    464	    559	    657	    756	    863	    969	   1074	
34.	     61	    131	    208	    290	    376	    467	    563	    661	    762	    871	    976	   1082	
35.	     61	    132	    209	    292	    378	    470	    567	    666	    768	    878	    984	   1091	
36.	     61	    132	    210	    293	    380	    473	    571	    672	    774	    886	    992	   1101	
37.	     62	    133	    211	    295	    383	    476	    575	    677	    780	    893	   1000	   1112	
38.	     62	    134	    212	    296	    385	    478	    579	    682	    786	    901	   1009	   1123	
39.	     62	    134	    213	    298	    388	    481	    583	    688	    793	    909	   1017	   1133	
40.	     62	    135	    214	    299	    390	    484	    587	    693	    799	    917	   1026	   1144	
41.	     62	    135	    215	    301	    393	    487	    591	    699	    805	    925	   1035	   1155	
42.	     62	    136	    217	    302	    395	    490	    596	    705	    812	    933	   1044	   1166	
43.	     63	    136	    218	    304	    398	    493	    600	    710	    818	    941	   1053	   1177	
44.	     63	    137	    219	    306	    400	    496	    605	    716	    825	    949	   1063	   1189	
45.	     63	    137	    220	    308	    403	    500	    609	    722	    832	    958	   1072	   1200	
46.	     63	    138	    221	    310	    405	    505	    613	    727	    840	    966	   1081	   1211	
47.	     63	    138	    222	    311	    408	    509	    618	    734	    847	    974	   1091	   1223	
48.	     63	    139	    223	    313	    411	    513	    623	    740	    854	    983	   1100	   1235	
49.	     64	    139	    224	    315	    413	    518	    627	    746	    862	    991	   1112	   1247	
50.	     64	    140	    225	    317	    416	    522	    632	    753	    869	   1000	   1124	   1259	
51.	     64	    141	    227	    319	    419	    527	    636	    759	    877	   1010	   1136	   1271	
52.	     64	    141	    228	    321	    422	    531	    641	    766	    885	   1019	   1148	   1283	
53.	     64	    142	    229	    323	    425	    536	    647	    773	    892	   1029	   1160	   1295	
54.	     64	    142	    230	    325	    428	    541	    652	    779	    900	   1039	   1172	   1307	
55.	     65	    143	    231	    327	    430	    545	    657	    786	    910	   1049	   1185	   1320	
56.	     65	    144	    232	    329	    433	    549	    662	    793	    919	   1059	   1197	   1336	
57.	     65	    144	    233	    331	    436	    554	    667	    800	    929	   1069	   1210	   1352	
58.	     65	    145	    235	    332	    439	    558	    673	    808	    939	   1079	   1223	   1368	
59.	     65	    145	    236	    334	    442	    562	    678	    815	    949	   1090	   1236	   1384	
60.	     65	    146	    237	    336	    445	    566	    684	    823	    959	   1100	   1249	   1401	
61.	     66	    147	    238	    338	    448	    570	    689	    831	    969	   1113	   1262	   1418	
